eventName,eventId,year,awardName,categoryName,newCategoryName,primaryNomineeName,primaryNomineeCode,secondaryNomineeName,secondaryNomineeCode,awardNominationId,isWinner,string
"Academy Awards, USA",ev0000003,2002,Oscar,Best Makeup,Best Achievement in Makeup and Hairstyling,['The Lord of the Rings: The Fellowship of the Ring'],['tt0120737'],"['Peter Owen', 'Richard Taylor']","['nm0654232', 'nm0853050']",an0055437,True,"{""primaryNominees"": [""tt0120737""], ""secondaryNominees"": [""nm0654232"", ""nm0853050""]}"
"Academy Awards, USA",ev0000003,2002,Oscar,Best Makeup,Best Achievement in Makeup and Hairstyling,['A Beautiful Mind'],['tt0268978'],"['Greg Cannom', 'Colleen Callaghan']","['nm0134148', 'nm0130128']",an0055438,False,"{""primaryNominees"": [""tt0268978""], ""secondaryNominees"": [""nm0134148"", ""nm0130128""]}"
"Academy Awards, USA",ev0000003,2002,Oscar,Best Makeup,Best Achievement in Makeup and Hairstyling,['Moulin Rouge!'],['tt0203009'],"['Maurizio Silvi', 'Aldo Signoretti']","['nm0799198', 'nm0797532']",an0055439,False,"{""primaryNominees"": [""tt0203009""], ""secondaryNominees"": [""nm0799198"", ""nm0797532""]}"
"Academy Awards, USA",ev0000003,2003,Oscar,Best Makeup,Best Achievement in Makeup and Hairstyling,['Frida'],['tt0120679'],"['John E. Jackson', 'Beatrice De Alba']","['nm0413703', 'nm0206866']",an0054991,True,"{""primaryNominees"": [""tt0120679""], ""secondaryNominees"": [""nm0413703"", ""nm0206866""]}"
"Academy Awards, USA",ev0000003,2003,Oscar,Best Makeup,Best Achievement in Makeup and Hairstyling,['The Time Machine'],['tt0268695'],"['John M. Elliott Jr.', 'Barbara Lorenz']","['nm0254353', 'nm0520693']",an0054992,False,"{""primaryNominees"": [""tt0268695""], ""secondaryNominees"": [""nm0254353"", ""nm0520693""]}"
"Academy Awards, USA",ev0000003,2004,Oscar,Best Makeup,Best Achievement in Makeup and Hairstyling,['The Lord of the Rings: The Return of the King'],['tt0167260'],"['Richard Taylor', 'Peter Swords King']","['nm0853050', 'nm0455135']",an0055327,True,"{""primaryNominees"": [""tt0167260""], ""secondaryNominees"": [""nm0853050"", ""nm0455135""]}"
"Academy Awards, USA",ev0000003,2004,Oscar,Best Makeup,Best Achievement in Makeup and Hairstyling,['Master and Commander: The Far Side of the World'],['tt0311113'],"['Edouard F. Henriques', 'Yolanda Toussieng']","['nm0377667', 'nm0869758']",an0055328,False,"{""primaryNominees"": [""tt0311113""], ""secondaryNominees"": [""nm0377667"", ""nm0869758""]}"
"Academy Awards, USA",ev0000003,2004,Oscar,Best Makeup,Best Achievement in Makeup and Hairstyling,['Pirates of the Caribbean: The Curse of the Black Pearl'],['tt0325980'],"['Ve Neill', 'Martin Samuel']","['nm0624763', 'nm0760407']",an0055329,False,"{""primaryNominees"": [""tt0325980""], ""secondaryNominees"": [""nm0624763"", ""nm0760407""]}"
"Academy Awards, USA",ev0000003,1990,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),['The Little Mermaid'],['tt0097757'],['Alan Menken'],['nm0579678'],an0052785,True,"{""primaryNominees"": [""tt0097757""], ""secondaryNominees"": [""nm0579678""]}"
"Academy Awards, USA",ev0000003,1990,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),['Born on the Fourth of July'],['tt0096969'],['John Williams'],['nm0002354'],an0052786,False,"{""primaryNominees"": [""tt0096969""], ""secondaryNominees"": [""nm0002354""]}"
"Academy Awards, USA",ev0000003,1990,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),['Field of Dreams'],['tt0097351'],['James Horner'],['nm0000035'],an0052788,False,"{""primaryNominees"": [""tt0097351""], ""secondaryNominees"": [""nm0000035""]}"
"Academy Awards, USA",ev0000003,1990,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),['Indiana Jones and the Last Crusade'],['tt0097576'],['John Williams'],['nm0002354'],an0052789,False,"{""primaryNominees"": [""tt0097576""], ""secondaryNominees"": [""nm0002354""]}"
"Academy Awards, USA",ev0000003,1990,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),['The Fabulous Baker Boys'],['tt0097322'],['Dave Grusin'],['nm0006115'],an0052787,False,"{""primaryNominees"": [""tt0097322""], ""secondaryNominees"": [""nm0006115""]}"
"Academy Awards, USA",ev0000003,1991,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),['Dances with Wolves'],['tt0099348'],['John Barry'],['nm0000290'],an0053148,True,"{""primaryNominees"": [""tt0099348""], ""secondaryNominees"": [""nm0000290""]}"
"Academy Awards, USA",ev0000003,1991,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),['Avalon'],['tt0099073'],['Randy Newman'],['nm0005271'],an0053149,False,"{""primaryNominees"": [""tt0099073""], ""secondaryNominees"": [""nm0005271""]}"
"Academy Awards, USA",ev0000003,1991,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),['Ghost'],['tt0099653'],['Maurice Jarre'],['nm0003574'],an0053150,False,"{""primaryNominees"": [""tt0099653""], ""secondaryNominees"": [""nm0003574""]}"
"Academy Awards, USA",ev0000003,1991,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),['Havana'],['tt0099747'],['Dave Grusin'],['nm0006115'],an0053151,False,"{""primaryNominees"": [""tt0099747""], ""secondaryNominees"": [""nm0006115""]}"
"Academy Awards, USA",ev0000003,1991,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),['Home Alone'],['tt0099785'],['John Williams'],['nm0002354'],an0053152,False,"{""primaryNominees"": [""tt0099785""], ""secondaryNominees"": [""nm0002354""]}"
"Academy Awards, USA",ev0000003,1992,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),['Beauty and the Beast'],['tt0101414'],['Alan Menken'],['nm0579678'],an0049510,True,"{""primaryNominees"": [""tt0101414""], ""secondaryNominees"": [""nm0579678""]}"
"Academy Awards, USA",ev0000003,1992,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),['Bugsy'],['tt0101516'],['Ennio Morricone'],['nm0001553'],an0049511,False,"{""primaryNominees"": [""tt0101516""], ""secondaryNominees"": [""nm0001553""]}"
"Academy Awards, USA",ev0000003,1992,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),['JFK'],['tt0102138'],['John Williams'],['nm0002354'],an0049513,False,"{""primaryNominees"": [""tt0102138""], ""secondaryNominees"": [""nm0002354""]}"
"Academy Awards, USA",ev0000003,1992,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),['The Fisher King'],['tt0101889'],['George Fenton'],['nm0006070'],an0049512,False,"{""primaryNominees"": [""tt0101889""], ""secondaryNominees"": [""nm0006070""]}"
"Academy Awards, USA",ev0000003,1992,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),['The Prince of Tides'],['tt0102713'],['James Newton Howard'],['nm0006133'],an0049514,False,"{""primaryNominees"": [""tt0102713""], ""secondaryNominees"": [""nm0006133""]}"
"Academy Awards, USA",ev0000003,1993,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),['Aladdin'],['tt0103639'],['Alan Menken'],['nm0579678'],an0050397,True,"{""primaryNominees"": [""tt0103639""], ""secondaryNominees"": [""nm0579678""]}"
"Academy Awards, USA",ev0000003,1993,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),['A River Runs Through It'],['tt0105265'],['Mark Isham'],['nm0006142'],an0050401,False,"{""primaryNominees"": [""tt0105265""], ""secondaryNominees"": [""nm0006142""]}"
"Academy Awards, USA",ev0000003,1993,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),['Basic Instinct'],['tt0103772'],['Jerry Goldsmith'],['nm0000025'],an0050398,False,"{""primaryNominees"": [""tt0103772""], ""secondaryNominees"": [""nm0000025""]}"
"Academy Awards, USA",ev0000003,1993,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),['Chaplin'],['tt0103939'],['John Barry'],['nm0000290'],an0050399,False,"{""primaryNominees"": [""tt0103939""], ""secondaryNominees"": [""nm0000290""]}"
"Academy Awards, USA",ev0000003,1993,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),['Howards End'],['tt0104454'],['Richard Robbins'],['nm0006442'],an0050400,False,"{""primaryNominees"": [""tt0104454""], ""secondaryNominees"": [""nm0006442""]}"
"Academy Awards, USA",ev0000003,1994,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),"[""Schindler's List""]",['tt0108052'],['John Williams'],['nm0002354'],an0049114,True,"{""primaryNominees"": [""tt0108052""], ""secondaryNominees"": [""nm0002354""]}"
"Academy Awards, USA",ev0000003,1994,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),['The Age of Innocence'],['tt0106226'],['Elmer Bernstein'],['nm0000930'],an0049115,False,"{""primaryNominees"": [""tt0106226""], ""secondaryNominees"": [""nm0000930""]}"
"Academy Awards, USA",ev0000003,1994,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),['The Firm'],['tt0106918'],['Dave Grusin'],['nm0006115'],an0049116,False,"{""primaryNominees"": [""tt0106918""], ""secondaryNominees"": [""nm0006115""]}"
"Academy Awards, USA",ev0000003,1994,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),['The Fugitive'],['tt0106977'],['James Newton Howard'],['nm0006133'],an0049117,False,"{""primaryNominees"": [""tt0106977""], ""secondaryNominees"": [""nm0006133""]}"
"Academy Awards, USA",ev0000003,1994,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),['The Remains of the Day'],['tt0107943'],['Richard Robbins'],['nm0006442'],an0049118,False,"{""primaryNominees"": [""tt0107943""], ""secondaryNominees"": [""nm0006442""]}"
"Academy Awards, USA",ev0000003,1995,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),['The Lion King'],['tt0110357'],['Hans Zimmer'],['nm0001877'],an0053264,True,"{""primaryNominees"": [""tt0110357""], ""secondaryNominees"": [""nm0001877""]}"
"Academy Awards, USA",ev0000003,1995,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),['Forrest Gump'],['tt0109830'],['Alan Silvestri'],['nm0006293'],an0053265,False,"{""primaryNominees"": [""tt0109830""], ""secondaryNominees"": [""nm0006293""]}"
"Academy Awards, USA",ev0000003,1995,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),['Interview with the Vampire: The Vampire Chronicles'],['tt0110148'],['Elliot Goldenthal'],['nm0006106'],an0053266,False,"{""primaryNominees"": [""tt0110148""], ""secondaryNominees"": [""nm0006106""]}"
"Academy Awards, USA",ev0000003,1995,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),['Little Women'],['tt0110367'],['Thomas Newman'],['nm0002353'],an0053267,False,"{""primaryNominees"": [""tt0110367""], ""secondaryNominees"": [""nm0002353""]}"
"Academy Awards, USA",ev0000003,1995,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),['The Shawshank Redemption'],['tt0111161'],['Thomas Newman'],['nm0002353'],an0053268,False,"{""primaryNominees"": [""tt0111161""], ""secondaryNominees"": [""nm0002353""]}"
"Academy Awards, USA",ev0000003,2000,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),['The Red Violin'],['tt0120802'],['John Corigliano'],['nm0179858'],an0055223,True,"{""primaryNominees"": [""tt0120802""], ""secondaryNominees"": [""nm0179858""]}"
"Academy Awards, USA",ev0000003,2000,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),['American Beauty'],['tt0169547'],['Thomas Newman'],['nm0002353'],an0055224,False,"{""primaryNominees"": [""tt0169547""], ""secondaryNominees"": [""nm0002353""]}"
"Academy Awards, USA",ev0000003,2000,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),"[""Angela's Ashes""]",['tt0145653'],['John Williams'],['nm0002354'],an0055225,False,"{""primaryNominees"": [""tt0145653""], ""secondaryNominees"": [""nm0002354""]}"
"Academy Awards, USA",ev0000003,2000,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),['The Cider House Rules'],['tt0124315'],['Rachel Portman'],['nm0006235'],an0055226,False,"{""primaryNominees"": [""tt0124315""], ""secondaryNominees"": [""nm0006235""]}"
"Academy Awards, USA",ev0000003,2000,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),['The Talented Mr. Ripley'],['tt0134119'],['Gabriel Yared'],['nm0001189'],an0055227,False,"{""primaryNominees"": [""tt0134119""], ""secondaryNominees"": [""nm0001189""]}"
"Academy Awards, USA",ev0000003,2001,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),"['Crouching Tiger, Hidden Dragon']",['tt0190332'],['Dun Tan'],['nm0241753'],an0050851,True,"{""primaryNominees"": [""tt0190332""], ""secondaryNominees"": [""nm0241753""]}"
"Academy Awards, USA",ev0000003,2001,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),['Chocolat'],['tt0241303'],['Rachel Portman'],['nm0006235'],an0050852,False,"{""primaryNominees"": [""tt0241303""], ""secondaryNominees"": [""nm0006235""]}"
"Academy Awards, USA",ev0000003,2001,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),['Gladiator'],['tt0172495'],['Hans Zimmer'],['nm0001877'],an0050853,False,"{""primaryNominees"": [""tt0172495""], ""secondaryNominees"": [""nm0001877""]}"
"Academy Awards, USA",ev0000003,2001,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),['Malena'],['tt0213847'],['Ennio Morricone'],['nm0001553'],an0050854,False,"{""primaryNominees"": [""tt0213847""], ""secondaryNominees"": [""nm0001553""]}"
"Academy Awards, USA",ev0000003,2001,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),['The Patriot'],['tt0187393'],['John Williams'],['nm0002354'],an0050855,False,"{""primaryNominees"": [""tt0187393""], ""secondaryNominees"": [""nm0002354""]}"
"Academy Awards, USA",ev0000003,2002,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),['The Lord of the Rings: The Fellowship of the Ring'],['tt0120737'],['Howard Shore'],['nm0006290'],an0055440,True,"{""primaryNominees"": [""tt0120737""], ""secondaryNominees"": [""nm0006290""]}"
"Academy Awards, USA",ev0000003,2002,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),['A Beautiful Mind'],['tt0268978'],['James Horner'],['nm0000035'],an0055442,False,"{""primaryNominees"": [""tt0268978""], ""secondaryNominees"": [""nm0000035""]}"
"Academy Awards, USA",ev0000003,2002,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),['A.I. Artificial Intelligence'],['tt0212720'],['John Williams'],['nm0002354'],an0055441,False,"{""primaryNominees"": [""tt0212720""], ""secondaryNominees"": [""nm0002354""]}"
"Academy Awards, USA",ev0000003,2002,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),"[""Harry Potter and the Sorcerer's Stone""]",['tt0241527'],['John Williams'],['nm0002354'],an0055443,False,"{""primaryNominees"": [""tt0241527""], ""secondaryNominees"": [""nm0002354""]}"
"Academy Awards, USA",ev0000003,2002,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),"['Monsters, Inc.']",['tt0198781'],['Randy Newman'],['nm0005271'],an0055444,False,"{""primaryNominees"": [""tt0198781""], ""secondaryNominees"": [""nm0005271""]}"
"Academy Awards, USA",ev0000003,2003,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),['Frida'],['tt0120679'],['Elliot Goldenthal'],['nm0006106'],an0054981,True,"{""primaryNominees"": [""tt0120679""], ""secondaryNominees"": [""nm0006106""]}"
"Academy Awards, USA",ev0000003,2003,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),['Catch Me If You Can'],['tt0264464'],['John Williams'],['nm0002354'],an0054982,False,"{""primaryNominees"": [""tt0264464""], ""secondaryNominees"": [""nm0002354""]}"
"Academy Awards, USA",ev0000003,2003,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),['Far from Heaven'],['tt0297884'],['Elmer Bernstein'],['nm0000930'],an0054983,False,"{""primaryNominees"": [""tt0297884""], ""secondaryNominees"": [""nm0000930""]}"
"Academy Awards, USA",ev0000003,2003,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),['Road to Perdition'],['tt0257044'],['Thomas Newman'],['nm0002353'],an0054985,False,"{""primaryNominees"": [""tt0257044""], ""secondaryNominees"": [""nm0002353""]}"
"Academy Awards, USA",ev0000003,2003,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),['The Hours'],['tt0274558'],['Philip Glass'],['nm0001275'],an0054984,False,"{""primaryNominees"": [""tt0274558""], ""secondaryNominees"": [""nm0001275""]}"
"Academy Awards, USA",ev0000003,2004,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),['The Lord of the Rings: The Return of the King'],['tt0167260'],['Howard Shore'],['nm0006290'],an0055330,True,"{""primaryNominees"": [""tt0167260""], ""secondaryNominees"": [""nm0006290""]}"
"Academy Awards, USA",ev0000003,2004,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),['Big Fish'],['tt0319061'],['Danny Elfman'],['nm0000384'],an0055331,False,"{""primaryNominees"": [""tt0319061""], ""secondaryNominees"": [""nm0000384""]}"
"Academy Awards, USA",ev0000003,2004,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),['Cold Mountain'],['tt0159365'],['Gabriel Yared'],['nm0001189'],an0055332,False,"{""primaryNominees"": [""tt0159365""], ""secondaryNominees"": [""nm0001189""]}"
"Academy Awards, USA",ev0000003,2004,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),['Finding Nemo'],['tt0266543'],['Thomas Newman'],['nm0002353'],an0055333,False,"{""primaryNominees"": [""tt0266543""], ""secondaryNominees"": [""nm0002353""]}"
"Academy Awards, USA",ev0000003,2004,Oscar,"Best Music, Original Score",Best Achievement in Music Written for Motion Pictures (Original Score),['House of Sand and Fog'],['tt0315983'],['James Horner'],['nm0000035'],an0055334,False,"{""primaryNominees"": [""tt0315983""], ""secondaryNominees"": [""nm0000035""]}"
"Academy Awards, USA",ev0000003,1990,Oscar,"Best Music, Original Song",Best Achievement in Music Written for Motion Pictures (Original Song),['The Little Mermaid'],['tt0097757'],"['Alan Menken', 'Howard Ashman']","['nm0579678', 'nm0039141']",an0052780,True,"{""primaryNominees"": [""tt0097757""], ""secondaryNominees"": [""nm0579678"", ""nm0039141""]}"
"Academy Awards, USA",ev0000003,1990,Oscar,"Best Music, Original Song",Best Achievement in Music Written for Motion Pictures (Original Song),['Chances Are'],['tt0097044'],"['Tom Snow', 'Dean Pitchford']","['nm0811330', 'nm0685673']",an0052781,False,"{""primaryNominees"": [""tt0097044""], ""secondaryNominees"": [""nm0811330"", ""nm0685673""]}"
"Academy Awards, USA",ev0000003,1990,Oscar,"Best Music, Original Song",Best Achievement in Music Written for Motion Pictures (Original Song),['Parenthood'],['tt0098067'],['Randy Newman'],['nm0005271'],an0052783,False,"{""primaryNominees"": [""tt0098067""], ""secondaryNominees"": [""nm0005271""]}"
"Academy Awards, USA",ev0000003,1990,Oscar,"Best Music, Original Song",Best Achievement in Music Written for Motion Pictures (Original Song),['Shirley Valentine'],['tt0098319'],"['Marvin Hamlisch', 'Alan Bergman', 'Marilyn Bergman']","['nm0006121', 'nm0074732', 'nm0004750']",an0052782,False,"{""primaryNominees"": [""tt0098319""], ""secondaryNominees"": [""nm0006121"", ""nm0074732"", ""nm0004750""]}"
"Academy Awards, USA",ev0000003,1990,Oscar,"Best Music, Original Song",Best Achievement in Music Written for Motion Pictures (Original Song),['The Little Mermaid'],['tt0097757'],"['Alan Menken', 'Howard Ashman']","['nm0579678', 'nm0039141']",an0052784,False,"{""primaryNominees"": [""tt0097757""], ""secondaryNominees"": [""nm0579678"", ""nm0039141""]}"
"Academy Awards, USA",ev0000003,1991,Oscar,"Best Music, Original Song",Best Achievement in Music Written for Motion Pictures (Original Song),['Dick Tracy'],['tt0099422'],['Stephen Sondheim'],['nm0814227'],an0053143,True,"{""primaryNominees"": [""tt0099422""], ""secondaryNominees"": [""nm0814227""]}"
"Academy Awards, USA",ev0000003,1991,Oscar,"Best Music, Original Song",Best Achievement in Music Written for Motion Pictures (Original Song),['Home Alone'],['tt0099785'],"['John Williams', 'Leslie Bricusse']","['nm0002354', 'nm0108634']",an0053147,False,"{""primaryNominees"": [""tt0099785""], ""secondaryNominees"": [""nm0002354"", ""nm0108634""]}"
"Academy Awards, USA",ev0000003,1991,Oscar,"Best Music, Original Song",Best Achievement in Music Written for Motion Pictures (Original Song),['Postcards from the Edge'],['tt0100395'],['Shel Silverstein'],['nm0799060'],an0053145,False,"{""primaryNominees"": [""tt0100395""], ""secondaryNominees"": [""nm0799060""]}"
"Academy Awards, USA",ev0000003,1991,Oscar,"Best Music, Original Song",Best Achievement in Music Written for Motion Pictures (Original Song),['The Godfather: Part III'],['tt0099674'],"['Carmine Coppola', 'John Bettis']","['nm0178874', 'nm0079376']",an0053146,False,"{""primaryNominees"": [""tt0099674""], ""secondaryNominees"": [""nm0178874"", ""nm0079376""]}"
"Academy Awards, USA",ev0000003,1991,Oscar,"Best Music, Original Song",Best Achievement in Music Written for Motion Pictures (Original Song),['Young Guns II'],['tt0100994'],['Jon Bon Jovi'],['nm0000954'],an0053144,False,"{""primaryNominees"": [""tt0100994""], ""secondaryNominees"": [""nm0000954""]}"
"Academy Awards, USA",ev0000003,1992,Oscar,"Best Music, Original Song",Best Achievement in Music Written for Motion Pictures (Original Song),['Beauty and the Beast'],['tt0101414'],"['Alan Menken', 'Howard Ashman']","['nm0579678', 'nm0039141']",an0049505,True,"{""primaryNominees"": [""tt0101414""], ""secondaryNominees"": [""nm0579678"", ""nm0039141""]}"
"Academy Awards, USA",ev0000003,1992,Oscar,"Best Music, Original Song",Best Achievement in Music Written for Motion Pictures (Original Song),['Beauty and the Beast'],['tt0101414'],"['Alan Menken', 'Howard Ashman']","['nm0579678', 'nm0039141']",an0049507,False,"{""primaryNominees"": [""tt0101414""], ""secondaryNominees"": [""nm0579678"", ""nm0039141""]}"
"Academy Awards, USA",ev0000003,1992,Oscar,"Best Music, Original Song",Best Achievement in Music Written for Motion Pictures (Original Song),['Beauty and the Beast'],['tt0101414'],"['Alan Menken', 'Howard Ashman']","['nm0579678', 'nm0039141']",an0049506,False,"{""primaryNominees"": [""tt0101414""], ""secondaryNominees"": [""nm0579678"", ""nm0039141""]}"
"Academy Awards, USA",ev0000003,1992,Oscar,"Best Music, Original Song",Best Achievement in Music Written for Motion Pictures (Original Song),['Hook'],['tt0102057'],"['John Williams', 'Leslie Bricusse']","['nm0002354', 'nm0108634']",an0049509,False,"{""primaryNominees"": [""tt0102057""], ""secondaryNominees"": [""nm0002354"", ""nm0108634""]}"
"Academy Awards, USA",ev0000003,1992,Oscar,"Best Music, Original Song",Best Achievement in Music Written for Motion Pictures (Original Song),['Robin Hood: Prince of Thieves'],['tt0102798'],"['Michael Kamen', 'Bryan Adams', 'Robert John Lange']","['nm0004383', 'nm0001898', 'nm0486172']",an0049508,False,"{""primaryNominees"": [""tt0102798""], ""secondaryNominees"": [""nm0004383"", ""nm0001898"", ""nm0486172""]}"
"Academy Awards, USA",ev0000003,1993,Oscar,"Best Music, Original Song",Best Achievement in Music Written for Motion Pictures (Original Song),['Aladdin'],['tt0103639'],"['Alan Menken', 'Tim Rice']","['nm0579678', 'nm0005358']",an0050392,True,"{""primaryNominees"": [""tt0103639""], ""secondaryNominees"": [""nm0579678"", ""nm0005358""]}"
"Academy Awards, USA",ev0000003,1993,Oscar,"Best Music, Original Song",Best Achievement in Music Written for Motion Pictures (Original Song),['Aladdin'],['tt0103639'],"['Alan Menken', 'Howard Ashman']","['nm0579678', 'nm0039141']",an0050394,False,"{""primaryNominees"": [""tt0103639""], ""secondaryNominees"": [""nm0579678"", ""nm0039141""]}"
"Academy Awards, USA",ev0000003,1993,Oscar,"Best Music, Original Song",Best Achievement in Music Written for Motion Pictures (Original Song),['The Bodyguard'],['tt0103855'],"['Jud Friedman', 'Allan Rich']","['nm0295267', 'nm0723591']",an0050396,False,"{""primaryNominees"": [""tt0103855""], ""secondaryNominees"": [""nm0295267"", ""nm0723591""]}"
"Academy Awards, USA",ev0000003,1993,Oscar,"Best Music, Original Song",Best Achievement in Music Written for Motion Pictures (Original Song),['The Bodyguard'],['tt0103855'],"['David Foster', 'Linda Thompson']","['nm0287757', 'nm0860419']",an0050395,False,"{""primaryNominees"": [""tt0103855""], ""secondaryNominees"": [""nm0287757"", ""nm0860419""]}"
"Academy Awards, USA",ev0000003,1993,Oscar,"Best Music, Original Song",Best Achievement in Music Written for Motion Pictures (Original Song),['The Mambo Kings'],['tt0104802'],"['Robert Kraft', 'Arne Glimcher']","['nm0469234', 'nm0322865']",an0050393,False,"{""primaryNominees"": [""tt0104802""], ""secondaryNominees"": [""nm0469234"", ""nm0322865""]}"
"Academy Awards, USA",ev0000003,1994,Oscar,"Best Music, Original Song",Best Achievement in Music Written for Motion Pictures (Original Song),['Philadelphia'],['tt0107818'],['Bruce Springsteen'],['nm0819803'],an0049109,True,"{""primaryNominees"": [""tt0107818""], ""secondaryNominees"": [""nm0819803""]}"
"Academy Awards, USA",ev0000003,1994,Oscar,"Best Music, Original Song",Best Achievement in Music Written for Motion Pictures (Original Song),"[""Beethoven's 2nd""]",['tt0106375'],"['Carole Bayer Sager', 'James Ingram', 'Clif Magness']","['nm0004728', 'nm0408986', 'nm0536221']",an0049111,False,"{""primaryNominees"": [""tt0106375""], ""secondaryNominees"": [""nm0004728"", ""nm0408986"", ""nm0536221""]}"
"Academy Awards, USA",ev0000003,1994,Oscar,"Best Music, Original Song",Best Achievement in Music Written for Motion Pictures (Original Song),['Philadelphia'],['tt0107818'],['Neil Young'],['nm0949918'],an0049112,False,"{""primaryNominees"": [""tt0107818""], ""secondaryNominees"": [""nm0949918""]}"
"Academy Awards, USA",ev0000003,1994,Oscar,"Best Music, Original Song",Best Achievement in Music Written for Motion Pictures (Original Song),['Poetic Justice'],['tt0107840'],"['Janet Jackson', 'Jimmy Jam', 'Terry Lewis']","['nm0001390', 'nm0005047', 'nm0507805']",an0049110,False,"{""primaryNominees"": [""tt0107840""], ""secondaryNominees"": [""nm0001390"", ""nm0005047"", ""nm0507805""]}"
"Academy Awards, USA",ev0000003,1994,Oscar,"Best Music, Original Song",Best Achievement in Music Written for Motion Pictures (Original Song),['Sleepless in Seattle'],['tt0108160'],"['Marc Shaiman', 'Ramsay McLean']","['nm0003299', 'nm0572634']",an0049113,False,"{""primaryNominees"": [""tt0108160""], ""secondaryNominees"": [""nm0003299"", ""nm0572634""]}"
